노드아이디,노드유형,노드명칭,회전제한유무,노드영문명,엑스좌표,와이좌표,이전노드아이디,편집일자,비고
1040006700,도로교차점,성수2가(보),N,Seongsu2Ga(Bo),127.06283,37.54015,1030000600,2008-05-10,
1220028200,도로교차점,구정중교,N,Gujeongjunggyo,127.03253,37.52899,1220010000,2008-05-10,
2220075900,IC및JC,별내IC진입,N,ByeollaeICJinip,127.11628,37.65815,,,어린이보호구역
1230016800,도로교차점,성내제2교남단,N,Seongnaeje2Gyonamdan,127.14446,37.49938,1230004300,2008-05-10,
1230014100,도로교차점,비석거리,N,Biseokgeori,127.11743,37.49391,1230001100,2008-05-10,
1240012900,도로교차점,구립상일어린이집,N,Guripsangireorinijip,127.16552,37.55597,1240005800,2008-05-10,
1230022100,행정경계,하남-서울 행정경계4,N,Hanam-Seoul Haengjeonggyeonggye4,127.14212,37.51286,1230006400,2008-05-10,
1240009600,도로교차점,중앙의원,N,Junganguiwon,127.13892,37.53498,1240000100,2008-05-10,
1030009100,도로교차점,행당동대림아파트,N,Haengdangdongdaerim Apt.,127.02462,37.55756,1010003600,2008-05-10,
1110009900,도로교차점,은평문화원,N,Eunpyeongmunhwawon,126.92717,37.60339,1110003500,2008-05-10,
1160009500,도로교차점,기업은행구로북지점,N,Gieobeunhaenggurobukjijeom,126.89209,37.49696,1160003700,2008-05-10,
1000008700,도로교차점,로얄빌딩앞,N,Royalbildingap,126.9748,37.57161,1000000400,2008-05-10,
1090008200,도로교차점,꿈밭유치원앞,N,Kkumbatyuchiwonap,127.02779,37.65845,1090002900,2008-05-10,
1070009800,도로교차점,육화사,N,Yukwasa,126.99518,37.60051,1070003700,2008-05-10,
1010010000,도로시설물,광희고가차도서,Y,Gwanghuigogachadoseo,127.00475,37.5637,1010002300,2008-05-10,
1110008200,도로교차점,신진학원(보),N,Sinjinhagwon(Bo),126.92032,37.5977,1110002800,2008-05-10,
1160012400,도로교차점,기업은행개봉,N,Gieobeunhaenggaebong,126.84841,37.50226,1160004500,2008-05-10,
1080007900,도로교차점,백합부페웨딩홀,N,Baekapbupewedinghol,127.0208,37.63451,1080002500,2008-05-10,
1110010000,도로교차점,녹번초교,N,Nokbeonchogyo,126.92522,37.60367,1110003500,2008-05-10,
1120009900,도로교차점,명지여고(보),N,Myeongjiyeogo(Bo),126.92551,37.58293,1110002000,2008-05-10,
1000012000,도로교차점,창신쌍용1단지아파트,N,Changsinssangyong1-danji Apt.,127.01505,37.5806,1000001200,2008-05-10,
1160014400,도로교차점,미성APT(보),N,MiseongAPT(Bo),126.87662,37.50571,1160001200,2008-05-10,
1000000500,도로교차점,구세군회관,Y,Gusegunhoegwan,126.97254,37.57012,1000000400,2008-05-10,
1110008600,도로교차점,이마트역촌점,N,Imateuyeokchonjeom,126.919,37.59971,1110000600,2008-05-10,
1110010900,도로교차점,모아가정의학과의원,N,Moagajeonguihakgwauiwon,126.92179,37.611,1110004100,2008-05-10,
1150012600,도로교차점,우리은내발산,N,Urieunnaebalsan,126.83633,37.55262,1150004600,2008-05-10,
1120008400,도로교차점,흥남제일교회,N,Heungnamjeilgyohoe,126.9201,37.57672,1120002900,2008-05-10,
1110009500,도로교차점,역촌초교 앞,N,Yeokchonchogyo Ap,126.91584,37.60244,1110000600,2008-05-10,
1070007200,도로교차점,보문3교,N,Bomun3Gyo,127.02065,37.58575,1070001500,2008-05-10,
1110012000,도로교차점,연신내사거리,N,Yeonsinnaesageori,126.92077,37.61956,1110000900,2008-05-10,
1070012900,도로교차점,미아초교 앞,N,Miachogyo Ap,127.02219,37.61128,1070004500,2008-05-10,
1140014900,도로교차점,동방APT앞,N,DongbangAPTAp,126.84677,37.52197,1140004300,2008-05-10,
1150005600,도로교차점,이마트주차장2,N,Imateujuchajang2,126.8001,37.56247,1150005500,2008-05-10,
1140015400,도로교차점,신정역,N,Sinjeong Station,126.85633,37.52499,1140005700,2008-05-10,
1110013200,도로교차점,구파발역삼거리,N,Gupabaryeoksamgeori,126.91884,37.63619,1110001100,2008-05-10,
1000008800,도로교차점,교보빌딩앞,N,Gyobobildingap,126.97691,37.57162,1000000700,2008-05-10,
1000008900,도로교차점,동대문역,N,Dongdaemun Station,127.01082,37.57172,1000001100,2008-05-10,
1000011700,도로교차점,창신쌍용아파트,N,Changsinssangyong Apt.,127.01518,37.57949,1000001200,2008-05-10,
1000012300,도로교차점,혜명교회앞,N,Hyemyeonggyohoeap,127.00183,37.5824,1000004000,2008-05-10,
1120004600,도로교차점,신촌명물거리,N,Sinchonmyeongmulgeori,126.93945,37.55904,1120001400,2008-05-10,
1130013500,도로시설물,동교지하차도남단,Y,Donggyojihachadonamdan,126.92503,37.55779,1130001400,2008-05-10,
1000007600,도로교차점,광화문우체국,N,Gwanghwamun Post Office,126.97844,37.5701,1000000600,2008-05-10,
1080008700,도로교차점,강북웨딩홀,N,Gangbugwedinghol,127.02823,37.63909,1080002800,2008-05-10,
1120004800,도로교차점,연세대장례식장입구,N,Yeonsedaejangnyesikjangipgu,126.93829,37.56003,1120001900,2008-05-10,
1000011800,도로교차점,옥인시장,Y,Oginsijang,126.97133,37.5795,1000003900,2008-05-10,
1000007900,도로교차점,기업은행,Y,Gieobeunhaeng,126.98942,37.57027,1000000800,2008-05-10,
1090007400,도로교차점,창동현대아파트,N,Changdonghyeondae Apt.,127.04037,37.65634,1090002200,2008-05-10,
1130014600,도로교차점,성원초교(보),N,Seongwonchogyo(Bo),126.90426,37.56735,1130006700,2008-05-10,
1150015000,도로교차점,등촌성당,N,Deungchonseongdang,126.84517,37.55897,1150000900,2008-05-10,
1150020700,도로교차점,도시개발아파트301동앞,N,City Development Apt.301Dongap,126.81325,37.57615,1150006900,2008-05-10,
1080008300,도로교차점,시외버스정류소,N,Sioebeoseujeongnyuso,127.02367,37.63625,1080002600,2008-05-10,
1220011800,도로시설물,일원터널남단,Y,Irwonteoneollamdan,127.07738,37.4827,1220003900,2008-05-10,
1210013600,도로교차점,서초경찰서앞,Y,Seochogyeongchalseoap,127.00583,37.49559,1210005500,2008-05-10,
1220015400,도로교차점,선경아파트앞,Y,Seongyeongapateuap,127.06422,37.49255,1220005800,2008-05-10,
1210015400,도로시설물,반포주공2단지아파트,Y,Banpo Jugong2-danji Apt.,127.00235,37.5034,1210006300,2008-05-10,
1220006900,속성변화점,대청아파트앞(수서경찰서),N,Daecheongapateuap(Suseo Police Station),127.07822,37.49469,1220006200,2008-05-10,
1190008000,도로시설물,팔각정휴게소,N,Palgakjeonghyugeso,126.97751,37.50232,1190002900,2008-05-10,
1220016600,도로교차점,한보은마아파트앞,Y,Hanboeunmaapateuap,127.06647,37.49546,1220006800,2008-05-10,
1200008800,도로시설물,사당고가차도서,Y,Sadanggogachadoseo,126.98001,37.47665,1200001000,2008-05-10,
1220020000,도로교차점,국민은행선릉지점,N,Gungmineunhaengseolleungjijeom,127.05071,37.50502,1220008200,2008-05-10,
1210009900,도로교차점,국민은행사당동지점,Y,Gungmineunhaengsadangdongjijeom,126.98165,37.47723,1210003400,2008-05-10,
1210012700,도로교차점,대법원,Y,Supreme Court of Korea,127.00565,37.49123,1210005200,2008-05-10,
1210014400,도로교차점,카톨릭대학교앞,Y,Katollikdaehakgyoap,127.00409,37.49954,1210005500,2008-05-10,
1220028100,도로교차점,국민은행압구정지점,N,Gungmineunhaengapgujeongjijeom,127.03684,37.52874,1220010100,2008-05-10,
1020006400,도로교차점,서빙고동우편취급소,N,Seobinggodongupyeonchwigeupso,126.98554,37.5166,1020000900,2008-05-10,
1210012800,도로교차점,한송아스트라앞,Y,Hansongaseuteuraap,127.01108,37.49286,1210005500,2008-05-10,
2030014900,IC및JC,동수원IC진입,N,DongsuwonICJinip,127.04361,37.29617,,2007-08-16,
1220016300,도로교차점,역삼중,N,Yeoksamjung,127.04843,37.49474,1220006700,2008-05-10,
1220015700,도로교차점,대도초등교앞,Y,Daedochodeunggyoap,127.05418,37.49349,1220005900,2008-05-10,
1220016400,도로교차점,신한은행은마아파트,N,Sinhaneunhaengeunma Apt.,127.06488,37.495,1220006800,2008-05-10,
1210012200,도로교차점,신일공업사,N,Sinilgongeopsa,126.98759,37.48954,1210004600,2008-05-10,
1070010500,도로교차점,북악골프연습장,N,Bugakgolpeuyeonseupjang,126.9974,37.60225,1070004000,2008-05-10,
1080004700,도로교차점,북한산시티아파트115동,N,Bukansansitiapateu115-dong,127.01316,37.6173,,2008-04-08,
1120010700,도로시설물,홍은1동사무소,Y,Hongeun1Dongsamuso,126.94102,37.59308,,2008-04-08,
1150019400,도로교차점,마곡동우편취급소,N,Magokdongupyeonchwigeupso,126.82169,37.57253,,2008-04-08,
1070011400,도로교차점,월곡중학교앞,N,Wolgokjunghakgyoap,127.04884,37.60652,,2008-04-08,
1000011200,도로교차점,성림빌딩,N,Seongnimbilding,126.9892,37.57551,,2008-04-08,
2140025802,도로교차점,사리고가교앞,N,Sarigogagyoap,127.06344,37.11394,,,
2140062300,도로교차점,덕천주유소앞,N,Deokcheonjuyusoap,127.05855,37.07513,,,
2140009801,속성변화점,SK가스평택기지앞,N,SKGaseupyeongtaekgijiap,126.80807,37.0074,,,
2140052300,행정경계,청룡교앞1,N,Cheongnyonggyoap1,127.1391,37.0332,,,
2140049300,도로교차점,시대한우리아파트앞,Y,Sidaehanuriapateuap,127.11334,36.99851,,,
2140028200,도로시종점,평택호예술관앞,N,Pyeongtaekoyesulgwanap,126.92217,36.92103,,,
2140045400,도로교차점,동성효성아파트앞,N,Dongseonghyoseongapateuap,127.11142,36.99121,,,
2140028600,도로교차점,현덕초교광덕분교앞,N,Hyeondeokchogyogwangdeokbungyoap,126.94312,36.94385,,,
2140064800,도로교차점,진위초교앞,N,Jinwichogyoap,127.0901,37.09968,,,
2140056000,도로시종점,청북초교앞,N,Cheongbukchogyoap,126.93629,37.04282,,,
2140043300,도로교차점,평택합정동우체국앞,N,Pyeongtaekapjeongdonguchegugap,127.09301,36.98909,,,
2140047600,도로교차점,한빛경남선경아파트앞,Y,Hanbitgyeongnamseongyeongapateuap,127.11489,36.99474,,,
2140050100,도로교차점,오성면사무소앞,N,Oseongmyeonsamusoap,126.98001,37.00743,,,
2140006401,도로교차점,안중초교앞,N,Anjungchogyoap,126.92377,36.98977,,,
2140040800,도로교차점,군문주공아파트앞,N,Gunmunjugongapateuap,127.08274,36.98688,,,
2140041900,도로교차점,평택초교앞,N,Pyeongtaekchogyoap,127.08107,36.98817,,,
2140043400,속성변화점,평일초교앞,N,Pyeongilchogyoap,127.10624,36.98921,,,
2140046400,도로교차점,신명나리아파트앞,Y,Sinmyeongnariapateuap,127.12064,36.99277,,,
2140049100,도로교차점,한강아파트앞,N,Hangangapateuap,127.09466,36.99779,,,
2140062900,도로교차점,지산초교앞,N,Jisanchogyoap,127.06284,37.0778,,,
2140063000,도로교차점,미주2차아파트,N,Miju 2(i)cha Apt.,127.06532,37.07872,,,
2140013901,속성변화점,측도구분점41,N,Cheukdogubunjeom41,127.10078,37.0311,2140013900,2007-06-13,
2140021001,속성변화점,측도구분점42,N,Cheukdogubunjeom42,127.05416,37.06076,2140021000,2007-06-13,
2140060600,도로교차점,동한빌라앞,N,Donghanbillaap,127.05363,37.07009,,,
2140050600,도로교차점,매봉아파트앞,N,Maebongapateuap,127.07891,37.01141,,,
2140063900,도로교차점,미도아파트앞1,N,Midoapateuap1,127.04948,37.08545,,,
2140058800,속성변화점,이충마을미주3차아파트앞,N,Ichungmaeulmiju3Chaapateuap,127.06948,37.06173,,,
2140062600,도로교차점,정운임대아파트앞,N,Jeongunimdaeapateuap,127.03953,37.07623,,,
2140066500,행정경계,우리식품앞,N,Urisikpumap,127.06872,37.12812,,,
2140041200,도로교차점,평택시마을회관앞,Y,Pyeongtaeksimaeulhoegwanap,127.10089,36.98743,,,
2140030200,속성변화점,송화지구우미이노스빌아파트앞,N,Songhwajiguumiinoseubirapateuap,127.06047,36.95988,,,
2140062500,도로교차점,서정16통마을회관앞,N,Seojeong16Tongmaeulhoegwanap,127.0408,37.07618,,,
2140062400,도로교차점,세방탑건빌리지앞,N,Sebangtapgeonbillijiap,127.04049,37.07565,,,
2300008700,IC및JC,호법JC중부진출,N,HobeopJCJungbujinchul,127.42091,37.2388,,,
2140057100,도로교차점,장당중교앞,N,Jangdangjunggyoap,127.06229,37.05287,,,
2310016601,도로교차점,쌍미륵사입구,N,Ssangmireuksaipgu,127.37034,37.06257,,,
2300008201,도로교차점,응암휴게소입구,N,Eungamhyugesoipgu,127.52212,37.22826,,,
2030000203,도로교차점,영통현대아이파크1차,Y,Yeongtonghyeondaeaipakeu1-cha,127.05673,37.24519,,,-
2370011701,도로교차점,독골2길입구,N,Dokgol2Giripgu,127.5892,37.29859,,,
2030000201,도로교차점,망포주유소,Y,Mangpojuyuso,127.05536,37.24136,,,-
2030009200,도로교차점,영통로데오존,Y,Yeongtongnodeojon,127.07545,37.25588,,,보완
2030005900,도로교차점,훼미리마트경희대로점,Y,Hwemirimateugyeonghuidaerojeom,127.07574,37.24819,,,-
2260000101,도로교차점,월암IC진입,N,WoramICJinip,126.96242,37.30312,2260000100,2007-06-08,
2030004200,도로시종점,청산도,N,Cheongsando,127.06515,37.24506,,,-
2030013200,도로시종점,오천식당,N,Ocheonsikdang,127.06545,37.27388,,,-
2330002602,도로교차점,어은1리파출소,N,Eoeun1Ripachulso,126.83013,37.08971,,,
2010013400,도로시설물,천주교서호교회,N,Cheonjugyoseohogyohoe,126.994,37.2652,,,수원역우회2공구(미개통)
2030013300,도로시설물,국토지리정보원,N,Guktojirijeongbowon,127.05398,37.27444,,,-
2330004105,도로교차점,경기요양병원,N,Gyeonggiyoyangbyeongwon,126.79709,37.11548,,,
2030000501,도로교차점,막썰어파는 활어,Y,Maksseoreopaneun Hwareo,127.07425,37.24739,,,-
2030010700,도로교차점,청명고등학교,N,Cheongmyeonggodeunghakgyo,127.07683,37.26173,,,-
2310010600,도로시설물,비봉터널(서),N,Bibongteoneol(Seo),127.27498,37.02277,,,
2330013000,도로교차점,송화초교앞,N,Songhwachogyoap,127.03947,37.2016,,,
2010003800,도로시종점,안룡초등학교,N,Allyongchodeunghakgyo,127.02565,37.23283,,,-
2030003300,도로교차점,잠원초교,Y,Jamwonchogyo,127.05249,37.23919,,,-
2330005901,IC및JC,발안IC진입,N,BaranICJinip,126.88499,37.12323,,2007-07-31,
2370010100,도로교차점,터미널사거리 1,N,Teomineolsageori 1,127.63519,37.28894,,,
2010004900,도로교차점,오토서비스프라자,N,Otoseobiseupeuraja,127.03345,37.24228,,,-
2000012800,도로교차점,율전중,Y,Yuljeonjung,126.96765,37.30109,,,-
2260000401,도로교차점,월암IC진출,N,WoramICJinchul,126.96518,37.30611,2260000400,2007-06-08,
2280020200,행정경계,영통뜨란채아파트앞,N,Yeongtongtteuranchaeapateuap,127.0664,37.24396,,,
2010006000,도로시설물,터미널고가1,N,Teomineolgoga1,127.02455,37.24842,,,터미널고가시종점(미개통)
2010004800,도로교차점,비행장삼거리2,Y,Bihaengjangsamgeori2,127.01604,37.24096,,,-
2030005200,도로시설물,살구성지아아파트,N,Salguseongjia Apt.,127.0702,37.24657,,,-
2030005700,도로교차점,태장중교입구,Y,Taejangjunggyoipgu,127.06792,37.24799,,,보완
2030002800,도로교차점,벽산E빌리지입구,Y,ByeoksanEBillijiipgu,127.04576,37.2359,,,-
2030008200,도로교차점,영통미주아파트,N,Yeongtongmiju Apt.,127.06728,37.25384,,,보완
2000000101,도로시설물,경기신문,N,Gyeonggisinmun,127.02363,37.28996,,,-
2000007901,속성변화점,측도구분점24,N,Cheukdogubunjeom24,127.00019,37.29665,2000007900,2007-06-11,보완
2020005601,속성변화점,측도구분점25,N,Cheukdogubunjeom25,127.01369,37.27401,2020005600,2007-06-11,-
2020007400,도로교차점,성신농원,N,Seongsinnongwon,127.03761,37.27892,,,-
2010013100,도로시설물,수원고가도로교,N,Suwongogadorogyo,127.00465,37.26393,,,-
2010012500,도로교차점,두홍메르디안,Y,Duhongmereudian,127.01982,37.26287,,,-
2310010100,IC및JC,모란교차로(동),N,Morangyocharo(-dong),127.24326,37.02145,,,
2300002302,도로교차점,청미도서관입구,N,Cheongmidoseogwanipgu,127.61519,37.11493,,,
2300002401,도로교차점,기산아파트앞,N,Gisanapateuap,127.63046,37.12241,,,
2330001201,도로교차점,산호아파트,N,Sanho Apt.,126.81789,37.07557,,,
1220013400,도로교차점,재능스스로빌딩앞,N,Jaeneungseuseurobildingap,127.05048,37.48693,1220004300,2008-05-10,
1020013100,도로교차점,남태정골프장,Y,Namtaejeonggolpeujang,126.98893,37.54345,1020004800,2008-05-10,
1220016800,도로교차점,은마아파트 정문,N,"Jeongmun, Eunma Apt.",127.06246,37.49588,1220006800,2008-05-10,
2270023600,IC및JC,하남IC중부램프분기점,N,HanamICJinchul,127.21943,37.52834,,2007-08-16,
2210007200,도로시설물,수석교,N,Suseokgyo,127.16097,37.58176,,,
2210007100,도로교차점,토평교차로,N,Topyeonggyocharo,127.16052,37.58154,,,
1020011500,도로시설물,녹사평역지하차도북단,Y,Noksapyeongyeokjihachadobukdan,126.98688,37.53594,,2008-04-08,
1230011200,도로교차점,송파구견인보관소,N,Songpagugyeoninbogwanso,127.12857,37.468,,2008-04-08,
1230011800,도로시종점,도덕산공원,N,Dodeoksangongwon,127.13695,37.48184,,2008-04-08,
1230012000,도로시종점,도덕산입구,N,Dodeoksanipgu,127.13669,37.484,,2008-04-08,
1200005600,도로교차점,신림주공아파트(1단지),N,Sillimjugongapateu(1-danji),126.92712,37.46627,,2008-04-08,
1030006200,도로시설물,무지개터널동,N,Mujigaeteoneoldong,127.04131,37.54253,,2008-04-08,
1100016600,도로교차점,화랑타운입구,N,Hwarangtaunipgu,127.09023,37.62322,1100000400,2008-05-10,
1220014000,도로시설물,수서우체국앞,N,Suseouchegugap,127.10597,37.48863,,2008-04-08,
1020009500,도로교차점,하이트맥주,Y,"Hite Brewery Co.,Ltd.",126.95496,37.53226,,2008-04-08,
1200010000,도로교차점,신림1교남단,Y,Sillim1Gyonamdan,126.93164,37.47851,,2008-04-08,
1130009500,도로교차점,염리초교,N,Yeomnichogyo,126.94662,37.54248,,2008-04-08,
1100024000,도로교차점,청구스포츠(보),N,Cheongguseupocheu(Bo),127.07462,37.65072,1100008500,2008-05-10,
1100022000,도로교차점,한신코아빌라앞,N,Hansinkoabillaap,127.06887,37.64053,1100006300,2008-05-10,
1100019500,도로교차점,위례상고(보),N,Wiryesanggo(Bo),127.07366,37.63102,1100004900,2008-05-10,
1100020500,도로교차점,하계미성아파트,N,Hagyemiseong Apt.,127.06954,37.63298,1100000700,2008-05-10,
1100020100,도로시설물,하계한일아파트,Y,Hagyehanil Apt.,127.06986,37.63225,1100000700,2008-05-10,
1180027300,속성변화점,노들길-여의서로진출입램프,N,Nodeulgil-Yeouiseorojinchurimnaempeu,126.90861,37.53198,,2008-04-08,
1190008100,속성변화점,노량진수산시장,Y,Noryangjin Fisheries Wholesale Market,126.94087,37.51618,,2008-04-08,
1100023400,도로교차점,서울제일교회앞,N,Seouljeilgyohoeap,127.07712,37.64787,1100008200,2008-05-10,
1210009100,도로시설물,구룡터널남단,N,Guryongteoneollamdan,127.06888,37.4659,,2008-04-08,
1100017900,도로교차점,공릉제3동사무소,N,Gongneungje3Dongsamuso,127.07033,37.62869,1100004300,2008-05-10,
1240010900,속성변화점,상일IC앞,Y,SangilICAp,127.17908,37.5488,,2008-04-08,
1020008400,도로교차점,용산역광장앞삼거리,N,Yongsanyeokgwangjangapsamgeori,126.96549,37.52864,,2008-04-08,
1090011300,도로교차점,도봉구청앞,N,Dobonggucheongap,127.04617,37.66817,1090003500,2008-05-10,
1070010900,도로교차점,월곡1동축협,N,Wolgok1Dongchukyeop,127.03762,37.60387,1070004400,2008-05-10,
1100021400,도로교차점,코오롱연립,N,Koorongyeollip,127.07213,37.63643,1100005600,2008-05-10,
1100027500,도로교차점,대림상계아파트,Y,Daerimsanggye Apt.,127.07534,37.66257,1100009600,2008-05-10,
1030009800,도로교차점,서울산업개발,Y,Seoulsaneopgaebal,127.05674,37.56385,1030004800,2008-05-10,
1050009100,도로교차점,성복교회,N,Seongbokgyohoe,127.07686,37.57264,1050002100,2008-05-10,
1010010800,도로교차점,덕산빌딩,N,Deoksan Bldg.,127.01563,37.56526,1010003800,2008-05-10,
1170007000,도로교차점,마이크로,N,Maikeuro,126.88111,37.47184,,2008-04-08,
1050009200,도로교차점,답십리2파출소,Y,Dapsimni2Police Box,127.06079,37.57278,1050002400,2008-05-10,
1220001900,도로교차점,강남소방서,Y,Gangnamsobangseo,127.06742,37.51004,1220008400,2008-05-10,
1220029100,도로교차점,압구정현대아파트,N,Apgujeonghyeondae Apt.,127.02453,37.53116,1220010000,2008-05-10,
1230012800,도로시설물,문정초교,Y,Munjeongchogyo,127.12897,37.48947,1230002700,2008-05-10,
1240009400,도로교차점,길동주유소,Y,Gildongjuyuso,127.14066,37.53374,1240000100,2008-05-10,
1230017200,도로교차점,오주중입구,N,Ojujungipgu,127.13618,37.50017,1230004400,2008-05-10,
1230011400,도로교차점,행정학교입구,N,Haengjeonghakgyoipgu,127.12699,37.47708,1230000600,2008-05-10,
1170005300,도로교차점,시흥역입구,N,Siheungyeogipgu,126.89959,37.45725,1170000300,2008-05-10,
1200013300,도로교차점,국사봉터널밑,N,Guksabongteoneolmit,126.94388,37.49196,1190001000,2008-05-10,
1200009600,도로교차점,낙성지구대,Y,Nakseongjigudae,126.95947,37.47794,1200000700,2008-05-10,
1180020600,도로시설물,영등포도터리고가차도북단,Y,Yeongdeungpodoteorigogachadobukdan,126.91454,37.51974,1180000500,2008-05-10,
1230012700,도로교차점,가원초교,N,Gawonchogyo,127.10971,37.48854,1230000600,2008-05-10,
1140019800,도로교차점,신월동외환은행,Y,Sinwoldongoehwaneunhaeng,126.83246,37.53955,1140011600,2008-05-10,
1240009000,도로교차점,성내초등교,N,Seongnaechodeunggyo,127.12105,37.53054,1230010800,2008-05-10,
1220017200,도로시설물,대치직원아파트,Y,Daechijigwon Apt.,127.08233,37.49888,1220001300,2008-05-10,
1180015800,도로시설물,도림고가도로북단,Y,Dorimgogadorobukdan,126.89825,37.51128,1180004600,2008-05-10,
1180026400,도로교차점,국회남문,N,Gukoenammun,126.91237,37.52947,1180032800,2008-05-10,
1180027600,도로교차점,국회동문,N,Gukoedongmun,126.91806,37.53303,1180037600,2008-05-10,
1190007800,도로시설물,동작본동남부수도사업소,Y,Dongjakbondongnambusudosaeopso,126.9542,37.51425,1190002500,2008-05-10,
1040006900,도로교차점,광진동청구아파트,N,Gwangjindongcheonggu Apt.,127.09754,37.54169,1040003700,2008-05-10,
1150007900,도로교차점,곰달래아파트,N,Gomdallae Apt.,126.85841,37.5292,1140008300,2008-05-10,
1170005600,도로교차점,시흥4동,N,Siheung 4(sa)-dong,126.90401,37.46273,1170001100,2008-05-10,
1040007900,도로교차점,워커힐APT후문,N,WokeohilAPTRear Gate,127.10489,37.5518,1040001500,2008-05-10,
1200012600,도로교차점,신림갑을아파트,N,Sillimgabeul Apt.,126.92024,37.48982,1200003700,2008-05-10,
1170004500,도로교차점,시흥벽산5단지,N,Siheungbyeoksan5-danji,126.92058,37.44984,1170001000,2008-05-10,
1170004300,도로교차점,시흥벽산5단지입구,N,Siheungbyeoksan5Danjiipgu,126.92198,37.4495,1170000900,2008-05-10,
1200009000,도로교차점,신림2교북단,N,Sillim2Gyobukdan,126.93725,37.47705,1200000900,2008-05-10,
1180026800,도로교차점,남강PB,N,NamgangPB,126.90712,37.53069,1180026400,2008-05-10,
1180022600,도로교차점,오목신동아(가변),N,Omoksindonga(Gabyeon),126.88778,37.52259,1180007400,2008-05-10,
1180017600,도로교차점,문래삼환APT,N,MullaesamhwanAPT,126.89036,37.51388,1180004900,2008-05-10,
1230016500,도로교차점,가락대림아파트,N,Garakdaerim Apt.,127.12062,37.49807,1230003900,2008-05-10,
1240012800,도로교차점,암사초교,N,Amsachogyo,127.1296,37.55585,1240006300,2008-05-10,
1240008300,도로교차점,서울체고앞,N,Seoulchegoap,127.13101,37.52275,1230009600,2008-05-10,
1240011800,도로교차점,상일여중,N,Sangiryeojung,127.17057,37.55071,1240005600,2008-05-10,
1240008800,도로교차점,예지보육원앞,N,Yejiboyugwonap,127.13387,37.52949,1240002600,2008-05-10,
1020010700,도로교차점,수협바다마트,N,Suhyeopbadamateu,126.95058,37.53415,1020002800,2008-05-10,
1230013500,도로교차점,훼미리프라자,Y,Hwemiripeuraja,127.11657,37.49192,1230002800,2008-05-10,
1230013200,도로교차점,문정동우체국,Y,Munjeongdongucheguk,127.11161,37.49038,1230002800,2008-05-10,
9990000010,도로교차점,송도3교,N,Songdo 3 bridge,,,,,
1680029500,도로교차점,검단금호어울림아파트,N,,127,38,,,
1680028700,도로교차점,안동포사거리,N,,127,38,,,
1680028900,도로교차점,공단삼거리,N,,127,38,,,
1680031900,속성변화점,동아전기,N,,127,38,,,
1680032100,속성변화점,방정골,N,,127,38,,,
1220016200,도로교차점,중동빌딩앞,N,Jungdongbildingap,127,37,1220006400,2008-05-10,
1200010400,도로교차점,영지문고,N,Yeongjimungo,127,37,1200001200,2008-05-10,
1020010100,도로교차점,순천향병원,N,Suncheonhyangbyeongwon,127,38,1020002900,2008-05-10,
1230021000,행정경계,서울_하남경계1,N,Seoul_Hanamgyeonggye1,127,38,1230006400,2008-05-10,
1160012500,도로시설물,구로지하차도남단,Y,Gurojihachadonamdan,127,38,1160001000,2008-05-10,
1040006000,속성변화점,올림픽대교북단,Y,Ollimpikdaegyobukdan,127,38,1040000700,2008-05-10,
1220013500,도로교차점,나산투루빌I,N,NasanturubilI,127,37,1220004800,2008-05-10,
1230023700,도로교차점,강동구청역,N,Gangdong-gu Office Station,127,38,1230010700,2008-05-10,
1160010300,도로시설물,미도건설,Y,Midogeonseol,127,37,1160003700,2008-05-10,
1140014000,도로교차점,중앙빌딩,N,Jungang Bldg.,127,38,1140003500,2008-05-10,
1240011700,도로교차점,탐진빌딩,N,Tamjin Bldg.,127,38,1240005200,2008-05-10,
1020008900,도로시설물,신용산지하차도남단,N,Sinyongsanjihachadonamdan,127,38,1020002300,2008-05-10,
1180028000,도로교차점,양평우체국,N,Yangpyeong Post Office,127,38,1180013800,2008-05-10,
1230016600,도로교차점,성내제2교북단,N,Seongnaeje2Gyobukdan,127,37,1230004300,2008-05-10,
1190005100,도로교차점,노량진신협,Y,Noryangjinsinhyeop,127,38,1190001100,2008-05-10,
1160012000,도로교차점,서울가든아파트,N,Seoul Garden Apt.,127,38,1160000700,2008-05-10,
1220013700,도로교차점,도시개발수서아파트6단지,N,Dosigaebalsuseoapateu6-danji,127,37,1220004800,2008-05-10,
1140013500,도로교차점,신월4동현대자동차,N,Sinwol4Donghyeondaejadongcha,127,38,1140002800,2008-05-10,
1170004400,도로교차점,조선냉장앞,N,Joseonnaengjangap,127,37,1170000200,2008-05-10,
1020002603,IC및JC,현대자동차서비스,Y,Hyeondaejadongchaseobiseu,127,38,1020001600,2008-04-08,
1180019300,도로교차점,문래LG아파트,N,MullaeLG Apt.,127,38,1180005200,2008-05-10,
1230014400,도로교차점,가락본동한화오벨리스크앞,N,Garakbondonghanhwaobelliseukeuap,127,37,1230001100,2008-05-10,
1180025900,도로교차점,양평주유소앞,N,Yangpyeongjuyusoap,127,38,1180009500,2008-05-10,
1040007300,도로교차점,강평주유소,N,Gangpyeongjuyuso,127,38,1040001300,2008-05-10,
1140020000,도로교차점,목원초등교,N,Mogwonchodeunggyo,127,38,1140012000,2008-05-10,
1140020100,도로교차점,목동소방파출소,Y,Mokdongsobangpachulso,127,38,1140011400,2008-05-10,
